Shear-Relative Angle,Low-Level Mean Flow-Relative Angle,Updraft Depth,Updraft Bottom Altitude,Updraft Top Altitude,Upraft Vertical Velocity,Circulation Classification,Updraft Radius,Updraft Normalized Radius
126.0237,261.5782,1.5,1,2.5,1.641429,NaN,5.226646,0.1136227
4.55822,140.1127,12.5,0.5,13,2.755646,2,49.57301,1.077674
235.852,11.40646,3.5,1,4.5,1.985417,1,41.91631,0.9112241
33.74297,169.2974,3.5,1.5,5,1.602239,1,122.8863,2.671442
33.80562,169.3601,1.5,1.5,3,1.412857,1,130.6886,2.841057
30.59428,166.1487,2.5,1,3.5,1.5225,1,137.198,2.982565
35.01279,170.5673,7,1.5,8.5,1.916829,3,26.16729,0.5688542
285.8298,61.38428,2.5,1.5,4,1.58375,NaN,3.112022,0.06765266
152.9929,288.5474,3.5,1.5,5,1.554909,2,64.16499,1.394891
165.1119,300.6664,3,2,5,1.510833,2,63.22955,1.374555
0.1451035,135.6996,2,2,4,1.394545,3,84.77489,1.842932
207.1066,342.661,2.5,2,4.5,1.865,2,88.76937,1.929769
0.9932785,136.5477,4,2.5,6.5,1.498333,2,110.2816,2.397427
202.2243,337.7788,2,2.5,4.5,1.527778,2,145.9933,3.173766
264.3649,39.91931,2,2.5,4.5,1.779091,3,44.48076,0.966973
27.62037,163.1748,3.5,3,6.5,1.623871,3,143.0706,3.11023
356.9741,132.5285,2.5,3,5.5,1.62,2,115.5906,2.51284
36.29533,171.8498,3.5,3.5,7,1.620816,3,91.76138,1.994812
160.2074,295.7618,2.5,3.5,6,1.576667,2,56.08624,1.219266
189.7105,325.265,1.5,4,5.5,1.53,2,126.1883,2.743225
197.3039,332.8584,1.5,5,6.5,1.436667,1,117.8445,2.561838
208.1352,343.6897,1.5,5.5,7,1.672174,4,73.1486,1.590187
7.472786,143.0273,3.5,4.5,8,1.580732,2,149.2945,3.245533
23.39326,158.9477,4,7,11,1.510833,2,95.19065,2.069362
192.7678,328.3223,2,7,9,1.44625,1,108.4892,2.358461
177.3684,312.9229,4.5,7.5,12,1.555122,1,79.57338,1.729856
18.20734,153.7618,2.5,8,10.5,1.4965,2,148.6115,3.230685
19.09795,154.6524,2,9,11,1.436,2,141.4431,3.074849
108.0778,245.3161,1.5,0,1.5,1.943939,1,75.58327,1.643114
90.87115,228.1095,2,0,2,1.770667,1,35.76569,0.7775149
194.5633,331.8016,3.5,0,3.5,2.337599,2,42.9531,0.9337631
66.76717,204.0055,3,0,3,1.518235,1,65.0042,1.413135
92.03448,229.2728,14.5,0,14.5,2.728169,1,42.46676,0.9231905
132.6351,269.8734,1.5,1,2.5,2.442106,1,73.87979,1.606082
213.4716,350.7099,1.5,1,2.5,1.581818,2,42.50948,0.9241191
253.114,30.35226,3,1,4,1.573922,2,100.8448,2.192278
274.7223,51.96057,2.5,1,3.5,1.464615,2,120.1171,2.611241
285.9886,63.22684,1.5,1,2.5,1.704193,3,122.9635,2.67312
293.5692,70.80746,1.5,1,2.5,1.625833,3,133.2341,2.896393
100.6496,237.8879,2,1.5,3.5,1.682941,1,102.8635,2.236163
118.6862,255.9245,1.5,1.5,3,1.77125,1,106.8749,2.323367
116.3208,253.5591,4,1.5,5.5,1.721515,1,67.62462,1.4701
134.2876,271.5259,1.5,1.5,3,1.454,1,56.96284,1.238323
264.9967,42.23499,6,0.5,6.5,1.973701,2,119.8478,2.605386
292.4295,69.66785,2.5,1.5,4,1.462143,2,125.4227,2.726581
300.7077,77.94598,1.5,2,3.5,1.758571,2,132.5447,2.881407
283.7724,61.01071,1.5,2,3.5,1.373,2,132.4399,2.879128
210.663,347.9013,4.5,2.5,7,2.15551,1,27.28971,0.5932544
259.1044,36.34271,1.5,2.5,4,1.688889,2,107.5604,2.338269
303.2796,80.51791,1.5,2.5,4,1.455,2,109.7074,2.384944
19.56293,156.8012,2.5,3,5.5,1.855807,2,45.2617,0.9839501
295.5855,72.82382,3,3,6,1.467561,2,91.79093,1.995455
271.1407,48.37906,2.5,3,5.5,1.475833,2,111.5722,2.425483
298.0485,75.2868,3.5,2.5,6,1.882,2,144.736,3.146435
279.6116,56.84988,2.5,3,5.5,1.527143,2,140.2048,3.04793
85.56352,222.8018,2,3.5,5.5,1.573778,1,87.87781,1.910387
273.6514,50.88971,3,4,7,1.412222,2,87.94347,1.911815
135.1026,272.3409,2,4.5,6.5,1.701538,1,45.52214,0.9896118
264.4999,41.73822,1.5,5.5,7,1.458,2,106.3646,2.312274
123.5677,260.806,1.5,6,7.5,1.635,1,68.58865,1.491058
272.626,49.86426,2,6,8,1.483529,2,107.0685,2.327576
275.6708,52.90906,2,6.5,8.5,1.441,2,96.32092,2.093933
285.8321,63.07037,1.5,6.5,8,1.442,2,98.17058,2.134143
102.916,240.1543,2,7.5,9.5,1.493182,2,103.9173,2.259072
278.9824,56.2207,1.5,7.5,9,1.50375,2,116.7004,2.536966
125.5205,262.7588,3,7.5,10.5,1.474546,2,137.7661,2.994915
41.52846,178.7668,6.5,0,6.5,1.637105,1,147.1862,3.199701
37.00922,174.2475,2,0,2,1.625185,1,108.5649,2.360108
54.47937,191.7177,15.5,0,15.5,3.02704,3,43.6237,0.9483412
318.2168,95.45514,7.5,0,7.5,2.155412,1,35.99973,0.7826028
198.4828,335.7211,1.5,0.5,2,1.631702,2,54.77315,1.190721
197.7406,334.9789,3,0.5,3.5,1.832472,2,83.49781,1.81517
289.8754,67.11371,3.5,0.5,4,1.734167,3,24.37652,0.5299243
269.9711,47.20941,2,0.5,2.5,2.739375,1,31.23827,0.6790928
49.1647,186.403,10,0,10,2.303056,1,167.813,3.648109
134.0065,271.2448,8.5,1,9.5,3.390132,2,38.62224,0.839614
175.6695,312.9078,1.5,1,2.5,1.68,2,50.63724,1.100809
191.0286,328.2669,2.5,1,3.5,1.659412,2,37.69717,0.8195037
329.1725,106.4108,6.5,0.5,7,1.863246,1,22.51098,0.4893692
204.4695,341.7078,4,1,5,1.663333,2,97.23435,2.11379
247.7756,25.01385,1.5,1,2.5,1.402857,1,102.4755,2.227728
53.98817,191.2265,6.5,1,7.5,2.231261,1,151.9636,3.303557
39.17072,176.409,6,1.5,7.5,1.505604,1,126.7209,2.754802
178.0296,315.2679,4,1.5,5.5,1.861,4,72.92593,1.585346
241.8836,19.12192,7.5,1.5,9,2.043192,1,41.19031,0.8954415
262.0306,39.26889,2.5,1.5,4,2.291818,1,57.50843,1.250183
60.36041,197.5987,1.5,2,3.5,1.5,1,148.6607,3.231754
55.77333,193.0116,1.5,2,3.5,1.64,1,145.7439,3.168344
62.9212,200.1595,5.5,2,7.5,1.614815,1,83.62653,1.817968
159.3279,296.5662,1.5,2,3.5,1.882,2,68.94286,1.498758
187.5941,324.8324,2.5,2,4.5,1.799231,2,49.26374,1.070951
199.2978,336.5361,3,2,5,1.54,2,97.87446,2.127706
208.8563,346.0946,5.5,2,7.5,1.749848,4,69.44203,1.509609
208.2033,345.4416,6,2,8,1.675116,4,125.7198,2.733038
233.2166,10.45486,5.5,2,7.5,1.734565,1,60.39589,1.312954
75.05882,212.2971,3,2,5,1.785652,1,76.42774,1.661473
215.4204,352.6587,5.5,2.5,8,1.574713,4,104.8838,2.280083
234.6428,11.88107,4,2.5,6.5,1.555755,4,121.6139,2.643781
243.701,20.9393,1.5,2.5,4,1.445,2,116.0009,2.521759
206.9346,344.1729,6.5,2.5,9,1.669381,4,149.9989,3.260846
185.527,322.7653,2,5.5,7.5,1.99125,1,21.33348,0.4637713
223.1951,0.4333801,1.5,5.5,7,1.590833,1,96.96716,2.107982
238.2487,15.48697,1.5,6,7.5,1.40125,1,76.06104,1.653501
221.3779,358.6162,6,6.5,12.5,1.550417,1,159.9979,3.478216
52.95557,190.1939,1.5,7,8.5,1.744,1,142.1291,3.089763
194.6886,331.9269,2.5,7.5,10,2.004865,1,37.18327,0.808332
207.2606,344.4989,1.5,7,8.5,1.4275,1,149.0002,3.239136
39.66099,176.8993,4,8,12,1.540935,2,116.0979,2.523867
213.4472,350.6855,1.5,8,9.5,1.452,1,158.8879,3.454085
43.38699,180.6253,2.5,9,11.5,1.439167,2,133.1463,2.894485
223.3703,0.6085815,3.5,9.5,13,1.67149,1,52.35502,1.138153
223.2963,0.5346069,2.5,9.5,12,1.4275,1,144.0431,3.131372
37.86465,175.1029,3.5,10,13.5,1.446026,2,94.97404,2.064653
219.3289,356.5672,1.5,10,11.5,1.7025,1,168.1547,3.655536
214.5739,351.8122,3,10.5,13.5,2.416708,1,83.72243,1.820053
161.6983,299.0364,9.5,0,9.5,1.998482,4,72.42679,1.574495
69.57478,206.9128,13,0,13,2.689855,2,42.95038,0.9337039
114.1782,251.5162,2.5,0.5,3,1.650125,2,39.94337,0.8683342
34.87257,172.2106,11,0.5,11.5,2.092228,2,22.91944,0.4982486
337.7177,115.0557,9,0.5,9.5,1.748,3,139.5993,3.034767
323.8511,101.1891,7,0.5,7.5,1.77255,3,107.7067,2.34145
132.1534,269.4915,1.5,1,2.5,1.822222,2,112.1606,2.438273
156.889,294.2271,7,0,7,2.604043,4,92.86855,2.018881
129.6503,266.9883,4,0.5,4.5,2.002667,2,64.70603,1.406653
73.17192,210.5099,2,1,3,1.758518,2,41.93914,0.9117205
89.53601,226.874,2,1,3,1.72125,2,41.1946,0.8955349
56.78511,194.1231,3.5,1,4.5,2.039184,2,32.87589,0.7146933
97.72711,235.0651,1.5,1,2.5,1.6925,1,14.56022,0.3165265
134.5232,271.8613,4.5,1,5.5,2.818485,NaN,6.323153,0.1374599
322.9818,100.3199,7,1,8,2.139094,2,14.24172,0.3096026
329.6271,106.9651,7.5,1.5,9,1.525,3,113.8496,2.474991
324.1417,101.4797,4.5,1.5,6,1.749009,3,121.1407,2.633493
314.236,91.57404,10,0.5,10.5,1.781489,3,143.9018,3.1283
334.4282,111.7662,11.5,2,13.5,2.509985,2,69.93588,1.520345
146.9547,284.2927,6,2.5,8.5,1.549118,4,137.9865,2.999707
172.7022,310.0403,3.5,2.5,6,1.572,4,141.1889,3.069325
182.8416,320.1796,1.5,2.5,4,2.446,1,12.25172,0.2663418
309.2207,86.55872,1.5,2.5,4,1.4275,2,67.94115,1.476982
74.1653,211.5033,5.5,3,8.5,1.684063,2,37.55878,0.8164951
161.4006,298.7386,5,1.5,6.5,1.638659,4,140.8076,3.061035
344.8264,122.1645,3.5,3,6.5,1.8775,2,23.74798,0.5162604
322.864,100.202,3,3,6,1.998261,2,25.00059,0.5434911
311.8216,89.15964,4,3,7,1.569091,2,107.4852,2.336635
302.853,80.19098,1.5,3,4.5,1.422222,2,112.2149,2.439455
342.3957,119.7337,2.5,3.5,6,1.589333,3,113.3651,2.464458
339.6506,116.9886,3,4.5,7.5,1.654559,2,126.8245,2.757054
109.2954,246.6334,2,5,7,1.667857,4,23.69945,0.5152054
323.367,100.705,1.5,5,6.5,1.432727,2,80.85303,1.757674
146.4834,283.8214,2,5.5,7.5,1.513333,1,51.5308,1.120235
327.687,105.0251,7,5.5,12.5,1.724545,2,142.3419,3.094388
102.8989,240.237,3,6,9,1.869048,3,40.81042,0.8871831
113.996,251.3341,1.5,6.5,8,1.568571,1,43.97235,0.9559207
336.6227,113.9608,1.5,6.5,8,1.478182,2,107.5575,2.338207
311.9686,89.30667,2,6.5,8.5,1.538235,2,115.0268,2.500582
334.546,111.884,2.5,7.5,10,1.4575,2,129.3495,2.811947
161.0424,298.3804,2.5,8,10.5,1.637143,1,137.6096,2.991513
327.4147,104.7527,1.5,10.5,12,1.463333,2,114.9968,2.499929
323.1951,100.5331,1.5,11.5,13,1.428889,2,104.3767,2.269058
242.3508,333.2143,4,0,4,3.954757,2,19.02087,0.5594375
339.3196,70.18311,5.5,0,5.5,4.080751,2,16.69446,0.4910136
121.3227,212.1862,2.5,1,3.5,3.660556,NaN,9.070529,0.2667803
315.7692,46.63263,1.5,1,2.5,3.1425,2,101.0742,2.972771
0.6329575,91.49646,2,1.5,3.5,3.105454,3,99.25411,2.919239
353.6573,84.52075,2.5,1.5,4,3.20125,3,87.26131,2.566509
353.4495,84.31293,5,1.5,6.5,3.06875,2,95.29029,2.802656
233.2749,324.1384,2.5,1.5,4,2.980217,2,85.02128,2.500626
323.0292,53.89267,3,1.5,4.5,2.716154,2,89.64043,2.636483
359.5925,90.45593,12.5,1,13.5,4.148204,3,35.83238,1.053893
320.3618,51.22528,4.5,1,5.5,2.937222,2,97.56533,2.869569
215.8918,306.7552,3,3.5,6.5,2.77875,1,31.18534,0.917216
234.5435,325.407,2,3.5,5.5,2.798333,1,62.66669,1.843138
322.429,53.29248,2,3.5,5.5,2.852727,2,121.7849,3.581909
241.4558,332.3193,6,6,12,3.050972,3,34.55199,1.016235
139.0112,229.8746,3,0,3,3.1235,2,101.9719,2.999175
134.5941,225.4576,11.5,0,11.5,5.122423,2,27.09179,0.7968172
10.76933,101.6328,13,0,13,4.580188,3,28.66805,0.8431781
142.4092,233.2727,8,1,9,3.595985,4,62.95074,1.851492
188.8086,279.6721,3,1,4,3.166774,2,21.58092,0.6347329
252.236,343.0995,7,1,8,3.83568,1,22.92114,0.6741513
333.8656,64.72913,2.5,1,3.5,3.24625,2,91.56246,2.693014
144.7281,235.5916,4,1.5,5.5,2.841999,1,93.84778,2.760229
185.4203,276.2838,2,3.5,5.5,2.831667,2,26.38115,0.7759162
141.7175,232.581,2,4,6,3.169311,4,70.4239,2.071291
25.46081,116.3243,2,8,10,2.938571,2,52.13628,1.53342
143.1252,233.9886,2,9,11,2.849388,1,47.24159,1.389459
11.05217,101.9156,12,0,12,3.830033,3,32.22035,0.9476573
270.0356,0.8990479,1.5,1.5,3,2.66,2,72.0626,2.119488
263.2022,354.0657,1.5,1.5,3,2.974,2,83.48265,2.455372
271.6743,2.537842,2,1.5,3.5,3.005428,2,99.71044,2.93266
291.4124,22.27585,1.5,2.5,4,2.606,2,106.9759,3.146349
359.379,90.24249,5.5,3.5,9,2.763721,2,97.51296,2.868028
359.4622,90.32574,6,4,10,3.081888,2,81.47295,2.396263
6.954391,97.81787,2.5,6.5,9,3.04,1,50.81175,1.494463
306.0333,36.89673,3,6.5,9.5,3.857091,1,105.2926,3.096842
262.3868,353.2503,3.5,6.5,10,3.148387,3,31.4953,0.9263323
99.98136,190.8448,4,8,12,2.984324,1,32.57206,0.9580019
55.99288,160.4312,9.5,0,9.5,4.416308,3,24.5951,0.7233854
76.2349,180.6732,2.5,0,2.5,3.508,1,17.97324,0.5286248
347.2425,91.68079,4,1,5,3.2224,2,28.22707,0.8302079
36.91103,141.3493,6.5,1.5,8,2.903738,2,106.743,3.139499
87.34132,191.7796,3.5,2,5.5,3.274286,1,45.50849,1.338485
19.88376,124.3221,2,3.5,5.5,2.923333,2,84.11355,2.473928
79.16949,183.6078,3,4.5,7.5,2.968182,1,50.51631,1.485774
42.91734,147.3557,1.5,10,11.5,3.472857,2,61.30617,1.803123
57.14046,149.6735,13.5,0,13.5,3.626415,3,26.73498,0.6683745
225.2328,317.7659,3,0.5,3.5,5.558491,1,13.95442,0.3488604
271.9596,4.492676,2,1,3,3.48,2,13.24171,0.3310428
225.325,317.858,7.5,1,8.5,3.558824,1,68.55957,1.713989
203.6917,296.2247,3,1.5,4.5,3.265333,1,66.13987,1.653497
213.0278,305.5609,1.5,1.5,3,2.921667,2,97.68776,2.442194
215.7018,308.2349,2.5,1.5,4,2.951053,2,105.4874,2.637184
220.6014,313.1344,3,2.5,5.5,2.938947,2,112.558,2.813951
242.6485,335.1816,3,2.5,5.5,2.740645,2,106.337,2.658425
30.61579,123.1488,7,2,9,2.848193,2,121.9483,3.048707
34.09818,126.6312,3.5,4.5,8,3.097143,2,148.9247,3.723117
22.09395,114.627,1.5,4.5,6,2.38,2,90.01111,2.250278
34.13524,126.6683,6,5,11,2.533256,2,101.0495,2.526237
21.23238,113.7654,2,5,7,2.542143,2,80.95828,2.023957
224.1917,316.7248,4.5,5,9.5,2.725217,1,118.854,2.971349
61.0369,153.5699,1.5,5.5,7,2.55875,2,86.13242,2.153311
254.2484,346.7814,5,2.5,7.5,2.917875,1,65.05806,1.626451
235.0451,327.5782,2,7.5,9.5,2.534167,1,115.1491,2.878727
51.5156,144.0486,3,8,11,2.664516,2,102.0573,2.551431
47.34958,139.8826,1.5,10.5,12,2.8125,2,111.1103,2.777759
149.0269,241.56,13,0,13,3.69911,2,154.9104,3.872761
154.3615,246.8946,11,0,11,3.491644,3,118.9893,2.974732
149.8526,242.3857,2,0,2,3.337556,2,94.78368,2.369592
151.509,244.0421,4,0,4,3.207091,1,79.19959,1.97999
144.0749,236.6079,5,0,5,5.336546,2,14.47367,0.3618417
13.33529,105.8683,4,0,4,3.1175,3,22.09612,0.552403
131.7379,224.271,1.5,1,2.5,2.682222,2,144.4055,3.610138
161.0031,253.5361,2.5,1,3.5,3.025283,2,131.9996,3.299989
128.6691,221.2021,1.5,1,2.5,2.824615,1,78.99781,1.974945
137.9964,230.5295,12.5,0.5,13,3.374001,2,54.17834,1.354458
141.6669,234.2,2,1,3,2.566666,1,62.94551,1.573638
42.16218,134.6952,1.5,1,2.5,2.881111,1,34.02164,0.8505409
206.7088,299.2419,4,1,5,3.664828,2,33.71995,0.8429988
254.8772,347.4103,2.5,1,3.5,3.136731,2,39.77884,0.994471
322.8457,55.37875,9,1,10,2.872642,2,80.06306,2.001577
304.9085,37.44156,1.5,1,2.5,2.784,2,89.10812,2.227703
157.9665,250.4996,2.5,1.5,4,2.830588,2,185.8026,4.645064
159.7656,252.2987,2,1.5,3.5,2.8568,1,73.6049,1.840122
176.6145,269.1475,2.5,1.5,4,2.618572,1,114.5767,2.864417
257.3229,349.856,1.5,1.5,3,2.9125,2,57.10175,1.427544
330.8479,63.38092,4.5,1.5,6,2.685862,2,60.82674,1.520669
149.0135,241.5465,2,2,4,2.952307,2,183.6973,4.592433
133.0614,225.5944,1.5,2,3.5,2.851,1,124.4761,3.111902
214.016,306.549,2,2,4,3.228571,4,49.1963,1.229908
84.65141,177.1844,2,2.5,4.5,2.738,1,49.11604,1.227901
32.83408,125.3671,3.5,2.5,6,2.588095,1,33.92155,0.8480387
239.2216,331.7547,4,2.5,6.5,3.139032,2,25.52522,0.6381304
349.0541,81.58716,5.5,2.5,8,2.662867,2,86.75884,2.168971
335.4909,68.02399,3,2.5,5.5,2.566667,2,142.4481,3.561202
141.4162,233.9493,2,3,5,2.832308,1,125.7996,3.144989
316.7526,49.28561,2.5,3,5.5,2.760952,2,122.707,3.067674
215.713,308.2461,1.5,3.5,5,3.145714,1,46.14822,1.153705
273.7857,6.318756,3,3.5,6.5,2.748182,2,50.38888,1.259722
335.0258,67.55887,1.5,3.5,5,2.533637,2,109.4455,2.736139
345.0995,77.63257,6,4,10,2.892847,2,30.90914,0.7727286
319.0074,51.5405,3,4,7,2.719524,2,100.6892,2.51723
154.7164,247.2495,2,4,6,2.794444,1,91.59815,2.289954
69.44241,161.9755,2.5,5,7.5,2.708,2,41.23625,1.030906
328.2382,60.77127,2,5,7,2.836923,2,45.09569,1.127392
313.0573,45.59036,2.5,5,7.5,2.680555,2,94.92124,2.373031
321.0698,53.60284,2,5,7,2.612,2,130.9207,3.273017
147.8206,240.3537,1.5,5.5,7,2.698,1,134.633,3.365826
143.051,235.584,1.5,5.5,7,2.55,1,75.18318,1.87958
161.8129,254.346,1.5,6,7.5,2.889375,1,125.5443,3.138608
278.9266,11.45969,1.5,6,7.5,2.94,1,18.4737,0.4618425
164.0417,256.5747,2,6,8,2.817826,2,39.77423,0.9943558
280.8133,13.34637,1.5,6,7.5,2.445,1,46.81871,1.170468
339.428,71.96106,1.5,6.5,8,2.42,2,95.40427,2.385107
89.68004,182.2131,3,7,10,3.222857,2,47.17526,1.179381
12.81122,105.3443,1.5,7.5,9,2.586,2,39.72094,0.9930236
256.6557,349.1887,3,7.5,10.5,2.64,1,32.70164,0.817541
150.8013,243.3343,1.5,8.5,10,2.467143,2,105.7491,2.643728
121.3216,213.8546,5.5,0,5.5,3.72665,4,14.98802,0.3747004
131.9352,224.4682,12,0,12,6.36288,3,65.51211,1.637803
89.63469,182.1677,10,0.5,10.5,3.650521,3,44.68483,1.117121
155.1221,247.6551,4,0.5,4.5,3.682075,4,22.46058,0.5615144
131.8101,224.3432,1.5,1,2.5,2.818461,1,156.7492,3.918729
118.5935,211.1266,5.5,1,6.5,3.18411,1,145.7753,3.644383
144.7092,237.2423,1.5,1,2.5,2.67375,1,88.27586,2.206897
108.2343,200.7674,2,1,3,2.923636,1,30.25487,0.7563719
83.6604,176.1935,1.5,1,2.5,2.855,1,26.7235,0.6680875
243.0759,335.6089,4,1,5,2.732759,2,65.08537,1.627134
126.7218,219.2548,2.5,1.5,4,2.780526,1,146.2705,3.656763
150.5553,243.0883,1.5,1.5,3,3.094444,1,89.7323,2.243308
233.2029,325.7359,1.5,1.5,3,2.5725,2,49.39636,1.234909
309.8782,42.41125,3,1.5,4.5,2.738293,2,81.70001,2.0425
324.2978,56.83087,1.5,2,3.5,3.0675,2,66.57327,1.664332
301.0884,33.62143,1.5,2,3.5,2.73,2,78.90545,1.972636
97.52818,190.0612,2,3.5,5.5,2.65625,1,87.38237,2.184559
102.0249,194.5579,3,3.5,6.5,2.774286,3,26.10777,0.6526943
304.4872,37.02026,3.5,3.5,7,2.698181,3,22.09064,0.5522661
358.0478,90.58081,5.5,5,10.5,2.791957,4,36.54187,0.9135467
154.242,246.7751,1.5,5.5,7,2.62,1,41.70198,1.04255
298.696,31.22906,2,7.5,9.5,2.634667,1,33.92452,0.8481129
122.5549,215.088,4.5,8,12.5,4.290112,3,142.0441,3.551102
120.9194,213.4524,3.5,10,13.5,2.524884,2,117.7022,2.942554
126.2721,218.8051,1.5,12,13.5,5.532778,4,131.3427,3.283569
120.1981,212.7311,1.5,12.5,14,2.593637,2,125.673,3.141826
149.9194,261.0074,10.5,0,10.5,3.532181,4,152.4419,3.811048
155.902,266.9899,4,0,4,3.27282,1,87.40587,2.185147
355.4083,106.4963,8.5,0,8.5,4.687975,3,20.20182,0.5050454
145.9261,257.0141,3.5,1,4.5,2.753751,2,182.6055,4.565138
129.5308,240.6188,3,1,4,3.154166,4,89.94052,2.248513
144.1139,255.2018,8,0.5,8.5,4.162774,1,45.04017,1.126004
247.3777,358.4657,5.5,1,6.5,2.868968,1,43.03247,1.075812
348.6323,99.72025,2.5,1,3.5,2.987162,1,145.1937,3.629843
327.0045,78.09244,11,0,11,2.851871,2,82.22618,2.055655
300.5502,51.63821,1.5,2,3.5,2.801428,2,83.79547,2.094887
318.5031,69.59103,5.5,2,7.5,3.052171,2,107.8412,2.69603
140.7715,251.8595,2.5,2.5,5,2.805714,1,110.6657,2.766642
239.681,350.769,5,2.5,7.5,3.433902,1,27.94168,0.698542
343.5273,94.61526,3.5,2.5,6,2.727286,3,109.4248,2.735619
343.7582,94.84616,3.5,3,6.5,2.608824,2,61.53251,1.538313
316.3467,67.43469,1.5,3,4.5,2.762667,2,126.52,3.163
331.303,82.39099,2,3.5,5.5,2.683478,2,141.9254,3.548134
1.05809,112.1461,4,4,8,2.880097,2,82.68577,2.067144
172.7797,283.8677,10,3,13,4.038994,1,31.59899,0.7899746
150.5173,261.6053,2,5,7,2.685714,1,169.1143,4.227857
144.434,255.5219,1.5,5.5,7,3.63,1,93.89706,2.347427
149.7659,260.8538,3,6.5,9.5,3.307273,1,51.61443,1.290361
345.0517,96.13965,6.5,6,12.5,3.214489,2,45.37042,1.13426
335.1166,86.20459,2,8,10,2.704,2,153.8441,3.846102
200.2383,23.64099,1.5,0,1.5,2.226274,1,65.34627,2.042071
201.2187,24.62134,12.5,0,12.5,2.521354,1,40.31543,1.259857
65.64127,249.0439,11,0.5,11.5,2.360972,3,26.69692,0.8342789
20.04404,203.4467,5,0.5,5.5,2.219202,1,106.9561,3.342378
200.1146,23.51721,10,1,11,2.435057,1,88.20029,2.756259
33.80817,217.2108,2.5,1.5,4,1.8805,2,15.30825,0.4783828
65.79725,249.1999,3.5,2,5.5,2.184545,1,55.1109,1.722216
17.78385,201.1865,2.5,2.5,5,1.861363,3,71.91484,2.247339
339.6701,163.0728,10,1.5,11.5,2.22431,2,44.99571,1.406116
276.8694,100.272,1.5,3.5,5,2.184762,2,44.71025,1.397195
41.51696,224.9196,1.5,4,5.5,1.909231,1,61.24279,1.913837
200.8094,24.21204,3.5,4,7.5,1.785818,1,145.7058,4.553307
18.59956,202.0022,7.5,3.5,11,1.972661,2,50.14948,1.567171
18.80867,202.2113,5,7,12,1.932944,2,71.6595,2.239359
17.78395,201.1866,2.5,7.5,10,2.048491,2,102.2074,3.193981
0.2741394,183.6768,1.5,8.5,10,2.087727,2,50.46825,1.577133
201.6754,25.07809,2,9.5,11.5,1.881429,1,120.7217,3.772553
22.70294,206.1056,2,10.5,12.5,2.016552,2,92.25916,2.883099
309.5734,151.3237,1.5,0.5,2,1.997,1,148.1372,2.468954
145.31,347.0603,13,0,13,2.140192,2,56.23396,0.9372326
19.43529,221.1856,2,1,3,1.892083,1,49.77133,0.8295222
87.81595,289.5663,4,1,5,1.709459,2,31.32806,0.5221344
321.8996,163.6499,8,1.5,9.5,2.222894,2,138.0087,2.300145
308.9186,150.6689,6.5,1.5,8,2.029545,2,131.0247,2.183746
79.25323,281.0035,4,1.5,5.5,1.985294,2,24.86634,0.4144389
285.3086,127.0589,2.5,1.5,4,1.858,NaN,7.223614,0.1203936
274.3059,116.0562,2.5,1.5,4,1.837568,3,56.69147,0.9448579
320.5408,162.2911,1.5,2,3.5,1.687333,2,115.6754,1.927923
320.2186,161.9689,3,2,5,1.797102,2,94.86671,1.581112
258.5717,100.322,3,2,5,1.847018,3,20.13288,0.335548
124.2121,325.9624,4,2,6,1.693333,2,97.59701,1.626617
332.7379,174.4882,3.5,2.5,6,1.721714,3,124.8153,2.080256
303.4689,145.2192,2.5,2.5,5,1.63,2,51.8013,0.863355
3.121445,204.8717,2,3,5,1.7625,1,51.38397,0.8563995
316.0783,157.8286,4.5,3,7.5,1.872903,2,142.3746,2.37291
319.317,161.0673,2,3,5,1.639048,2,35.38569,0.5897615
327.5434,169.2937,4,3.5,7.5,1.686666,2,136.0986,2.26831
304.1989,145.9492,1.5,3.5,5,1.57,2,17.71907,0.2953178
320.298,162.0483,8,4,12,1.821565,2,103.9269,1.732115
320.7402,162.4905,4.5,2.5,7,1.792424,2,70.5575,1.175958
323.4664,165.2167,2,5,7,1.587143,2,53.33728,0.8889547
332.7428,174.4931,1.5,4.5,6,1.762857,2,42.11084,0.7018474
113.9215,315.6718,2.5,5.5,8,1.762105,2,36.1935,0.6032251
271.4257,113.176,5.5,5.5,11,1.853081,3,36.04495,0.6007492
337.8273,179.5776,1.5,7,8.5,2.0275,2,44.72466,0.745411
234.4261,76.17639,2.5,7,9.5,1.717143,2,34.03527,0.5672544
350.3488,192.0991,1.5,8,9.5,1.779,2,53.84013,0.8973355
146.5864,348.3367,4.5,8.5,13,1.954186,2,106.7545,1.779242
320.1746,161.9249,2,8.5,10.5,1.636154,2,66.72006,1.112001
142.8367,344.587,1.5,10.5,12,1.728333,2,131.9897,2.199829
330.5552,164.9348,3.5,1,4.5,1.69,3,53.78027,0.8963377
49.61247,243.992,11.5,0.5,12,2.215594,1,51.27212,0.8545353
172.2365,6.616058,2,1.5,3.5,2.477273,2,52.02505,0.8670841
333.1704,167.5499,3.5,2,5.5,1.725162,1,43.83358,0.7305597
242.7446,77.12415,5,2,7,1.7675,3,62.17305,1.036217
42.41605,236.7956,3,2.5,5.5,1.77058,2,81.67553,1.361259
66.22832,260.6078,5.5,2.5,8,2.070753,1,24.14507,0.4024178
278.8403,113.2198,2,2.5,4.5,1.7375,1,50.37021,0.8395035
275.3413,109.7209,4.5,3,7.5,1.73946,2,35.50219,0.5917032
