Shear-Relative Angle,Low-Level Mean Flow-Relative Angle,Updraft Depth,Updraft Bottom Altitude,Updraft Top Altitude,Upraft Vertical Velocity,Circulation Classification,Updraft Radius,Updraft Normalized Radius
224.3802,48.9111,1.5,5,6.5,0.974,2,156.2183,3.396051
331.545,156.076,6,5.5,11.5,1.122412,2,146.3913,3.182419
288.9485,113.4794,2,5.5,7.5,1.163333,1,179.4812,3.901766
17.88914,202.4201,3.5,7,10.5,1.15087,2,157.3829,3.421367
25.04962,209.5806,1.5,7,8.5,0.915,2,133.626,2.904913
274.2958,98.82672,1.5,7.5,9,1.108571,2,97.62466,2.122275
215.1478,39.67868,4.5,7.5,12,1.067792,2,114.6199,2.491736
20.64479,205.1757,2,8.5,10.5,0.9752173,2,179.8103,3.90892
50.60292,235.1339,3.5,6.5,10,0.9968966,2,116.246,2.527087
335.7281,160.2591,1.5,8.5,10,1.005,2,150.3602,3.268699
206.0983,30.62924,3,8.5,11.5,1.134681,4,111.2622,2.418744
10.83273,195.3637,2,9,11,1.085714,2,157.5289,3.424541
328.9527,153.4836,7.5,3,10.5,1.04918,2,134.0518,2.914169
266.5985,91.12946,5,9,14,1.13254,2,134.8318,2.931125
210.1856,34.71652,2,13,15,1.053385,2,112.0585,2.436054
212.983,37.51389,2,13,15,0.9422222,2,130.8091,2.843677
45.98836,230.5193,17,0,17,2.043361,1,46.62241,1.013531
166.5363,351.0672,4,0,4,1.107222,3,154.7345,3.363794
116.3848,300.9157,6.5,0.5,7,1.252053,2,112.4914,2.445466
163.4999,348.0309,7.5,0.5,8,1.261714,4,100.9864,2.195357
190.7341,15.26501,13.5,0.5,14,1.427732,1,179.1467,3.894493
168.9441,353.4751,3,1,4,1.228441,2,55.35746,1.203423
197.3416,21.8725,3.5,1.5,5,1.08,2,61.92549,1.346206
147.3067,331.8376,9.5,0,9.5,1.176467,4,146.7134,3.189422
197.6999,22.23083,1.5,2,3.5,0.9312501,2,80.75957,1.755643
22.37094,206.9019,7,2.5,9.5,1.315297,3,140.1876,3.047556
107.6846,292.2156,4,2.5,6.5,1.669615,2,15.58987,0.3389101
160.5509,345.0818,5,2.5,7.5,1.260517,2,151.726,3.298391
194.537,19.06793,1.5,2.5,4,0.9220001,2,89.3892,1.943243
19.35558,203.8865,10,2.5,12.5,1.364143,3,162.2469,3.527107
359.5547,184.0857,2.5,3,5.5,1.076731,1,113.3375,2.463859
5.294891,189.8258,9.5,2.5,12,1.378224,3,93.23862,2.026927
124.476,309.0069,4,3.5,7.5,0.9786665,4,136.9583,2.977355
139.0167,323.5477,3,3.5,6.5,1.111573,4,150.3629,3.268759
348.2418,172.7727,1.5,3.5,5,1.008333,3,111.1891,2.417155
168.7304,353.2613,1.5,3.5,5,0.9333333,2,157.7945,3.430315
175.9049,0.435791,3,3.5,6.5,1.019167,2,165.7272,3.602766
131.0754,315.6063,2,4,6,1.057297,4,146.1043,3.176181
145.8504,330.3813,7,4.5,11.5,1.07956,1,94.97436,2.06466
1.915512,186.4464,8.5,2.5,11,1.103682,2,154.5555,3.359901
175.9554,0.4862976,4,5.5,9.5,1.049143,1,81.72153,1.776555
198.4092,22.94009,3,5.5,8.5,0.9352381,1,81.22514,1.765764
4.368889,188.8998,4,6.5,10.5,0.9998387,2,141.9322,3.085483
128.4696,313.0005,5.5,6.5,12,1.168149,1,133.6646,2.905752
235.1389,59.66983,4,6.5,10.5,3.102308,1,49.49858,1.076056
176.2316,0.7625122,7.5,7.5,15,1.734017,3,164.4605,3.575229
21.89316,206.4241,1.5,8.5,10,1.050952,2,175.9442,3.824875
133.1838,317.7148,5,10,15,1.579549,2,62.19955,1.352164
123.6216,308.1525,6,11,17,1.24646,2,85.55916,1.859982
203.0486,27.5795,3,11.5,14.5,1.087619,1,24.32124,0.5287225
7.750404,192.2813,3.5,12,15.5,1.124147,2,123.025,2.674457
191.3664,15.89731,1.5,13,14.5,1.117143,1,40.82261,0.887448
223.3183,47.84918,1.5,13,14.5,1.022857,1,36.52483,0.7940181
141.1276,325.6585,2.5,13.5,16,0.9525,2,69.75057,1.516317
148.5117,333.0427,2,13.5,15.5,0.9459999,2,84.26746,1.831901
45.04417,229.6098,17,0,17,1.890131,2,46.84503,1.01837
153.4352,338.0008,1.5,0.5,2,1.056,1,12.28123,0.2669832
113.9305,298.4961,1.5,1,2.5,0.9785714,2,107.5927,2.338972
78.10609,262.6718,3.5,1,4.5,1.3275,4,39.02694,0.8484118
139.7135,324.2792,1.5,1,2.5,0.94625,2,58.21656,1.265577
153.1402,337.7058,6.5,1,7.5,1.139545,1,54.86966,1.192819
83.60345,268.1691,3,1,4,1.180667,NaN,3.906282,0.08491917
231.7884,56.35406,1.5,1.5,3,0.9828572,2,55.41045,1.204575
261.3412,85.9068,2.5,1.5,4,1.31,3,98.60921,2.143679
81.35043,265.9161,3.5,2,5.5,1.146071,4,58.21056,1.265447
304.6784,129.244,2.5,2,4.5,1.07,1,85.18819,1.851917
289.5193,114.085,2,2,4,1.09093,3,84.22956,1.831077
92.6078,277.1735,1.5,2.5,4,1.31,3,11.6619,0.2535196
299.903,124.4687,5,2.5,7.5,1.13175,3,92.68434,2.014877
117.3719,301.9375,2.5,3,5.5,1.057778,1,113.2024,2.460922
131.297,315.8627,3,3.5,6.5,0.980909,1,51.51234,1.119833
154.7645,339.3301,5.5,5,10.5,1.136129,1,72.46531,1.575333
26.61302,211.1787,6,5.5,11.5,1.17775,2,28.4647,0.6187979
124.7566,309.3223,2.5,7.5,10,0.9685714,1,99.28308,2.158328
96.43266,280.9983,2,9.5,11.5,1.104615,2,33.07256,0.7189687
61.64114,246.2068,2.5,10,12.5,1.265581,2,31.5721,0.68635
266.2845,90.85019,2,10,12,1.01125,2,68.48286,1.488758
274.8718,99.43744,2.5,12,14.5,1.124907,2,82.75192,1.798955
59.79954,242.5968,15.5,0,15.5,2.231501,1,36.87035,0.9702725
160.1759,342.9732,7,1,8,1.024297,1,73.12936,1.924457
300.6218,123.419,5.5,1,6.5,1.183377,2,76.62867,2.016544
163.0358,345.8331,1.5,1.5,3,1.05,2,93.55076,2.461862
168.4691,351.2664,1.5,1.5,3,1.037778,2,113.5601,2.988423
185.2158,8.013031,10.5,1.5,12,1.21158,1,114.5336,3.014043
302.664,125.4612,4.5,1.5,6,1.19487,2,149.6521,3.938212
156.6104,339.4077,14.5,1.5,16,1.482333,2,51.49015,1.355004
332.7303,155.5276,5.5,2,7.5,1.239214,2,84.33169,2.219255
88.6717,271.469,2,2.5,4.5,1.16,2,25.85536,0.6804041
155.398,338.1953,4,2.5,6.5,1.13,1,53.41382,1.405627
188.1593,10.95657,6,2.5,8.5,1.199643,1,132.038,3.474685
200.1501,22.94736,1.5,2.5,4,1.396667,2,117.6237,3.09536
302.0095,124.8068,8,3,11,1.244431,2,109.9467,2.893334
194.1229,16.92017,1.5,3,4.5,1.001111,4,179.6238,4.726943
194.7069,17.50415,2,3.5,5.5,1.095714,4,115.7714,3.046617
170.6557,353.453,5.5,5,10.5,1.140141,1,134.0974,3.528879
216.4789,39.27618,2,7,9,1.03,1,73.69807,1.939423
194.0875,16.88474,3.5,7,10.5,1.088095,1,176.3615,4.641093
89.50254,272.2998,2,7.5,9.5,1.001,2,25.9467,0.6828079
171.7105,354.5078,2,7.5,9.5,1.067273,1,149.4698,3.933417
179.368,2.165314,2,7.5,9.5,1.069474,1,134.4279,3.537576
192.0816,14.87885,1.5,7.5,9,1.016667,1,87.67346,2.307196
118.4326,301.2299,1.5,9,10.5,1.225,2,43.15998,1.135789
189.7491,12.54639,2,9,11,1.004545,1,166.2868,4.375968
179.2736,2.070831,2,10,12,1.027,3,150.1299,3.950788
204.0849,26.88217,2,10,12,1.013333,1,81.24201,2.137948
183.5368,6.334076,1.5,10,11.5,1.145882,1,131.7543,3.46722
184.909,7.706238,2,10,12,1.006,1,164.698,4.334158
8.622185,191.4195,3,10.5,13.5,1.204167,2,61.69844,1.623643
164.1465,346.9438,6.5,6,12.5,1.055185,1,83.25244,2.190854
321.113,143.9103,4,12,16,1.277938,2,73.63058,1.937647
183.7383,6.535583,1.5,12,13.5,1.292941,1,142.9518,3.761889
186.4211,9.218323,2,13.5,15.5,1.232529,2,84.92625,2.234901
38.23518,221.0325,17.5,0,17.5,2.226078,1,40.92108,1.07687
158.8842,341.6815,3,1,4,1.585833,2,37.7136,0.9924633
359.2913,182.0886,1.5,2,3.5,1.048077,3,139.4131,3.668765
123.9187,306.716,3,2,5,1.101923,2,31.96623,0.8412166
23.41315,206.2104,5.5,2.5,8,1.171882,1,87.35081,2.298706
308.8365,131.6338,2,2.5,4.5,1.184643,3,171.1598,4.504204
214.0319,36.82916,1.5,3,4.5,1.098235,2,75.36209,1.983213
114.1702,296.9675,2.5,3.5,6,1.189385,2,99.02855,2.606014
352.7162,175.5134,3,4,7,1.300762,3,78.28096,2.060025
307.3228,130.1201,2.5,7,9.5,1.117949,2,175.042,4.606368
254.0412,76.8385,4,7,11,1.029583,1,140.4218,3.69531
184.8293,7.626587,5,9,14,1.098741,2,104.5901,2.75237
228.3002,51.09747,1.5,14,15.5,1.110606,2,95.85139,2.522405
4.085312,186.8826,2,14.5,16.5,1.217936,2,71.94608,1.893318
221.5661,44.36334,1.5,14.5,16,1.017857,2,77.0509,2.027655
28.67427,207.5373,16,0,16,2.144744,1,40.98907,1.07866
355.9914,174.8544,2,2,4,1.033571,3,122.8867,3.233862
220.1393,39.00235,4.5,2,6.5,1.437273,2,148.6897,3.912887
227.2916,46.15466,2,2.5,4.5,1.075,1,36.45955,0.9594619
220.8432,39.7063,6.5,2.5,9,1.227981,4,181.8448,4.785389
351.2081,170.0712,4,3.5,7.5,1.173108,3,73.36108,1.930555
265.7363,84.59937,2,3.5,5.5,1.236154,1,24.68556,0.6496201
319.7285,138.5916,5.5,4,9.5,1.16782,2,92.67234,2.438746
327.1861,146.0492,1.5,4.5,6,1.019,2,87.60829,2.305481
239.9092,58.77228,6,5.5,11.5,1.232258,4,88.81108,2.337134
241.9055,60.76852,1.5,6,7.5,1.0425,1,101.8466,2.680173
222.6991,41.56213,8.5,2.5,11,1.2924,1,77.5024,2.039537
308.8143,127.6773,5,9,14,1.188868,2,57.79275,1.520862
167.9276,346.7906,1.5,10.5,12,1.434546,2,39.41364,1.037201
343.0651,161.9282,4,12.5,16.5,1.116392,2,86.32243,2.271643
257.3107,76.17374,2,12.5,14.5,1.136667,2,51.67743,1.359932
327.9032,146.7662,1.5,13,14.5,1.012857,2,73.95261,1.946121
237.2899,56.15302,3,13,16,1.32989,2,71.40591,1.879103
351.8124,170.6755,1.5,14,15.5,1.102353,2,69.35731,1.825192
82.20892,176.4732,7.5,0.5,8,1.864736,2,44.10942,0.8482581
229.4669,323.7312,2.5,0.5,3,1.575357,3,49.25097,0.9471341
29.09844,123.3627,14.5,1,15.5,1.926983,2,82.27928,1.582294
32.44546,126.7098,2,1,3,1.581667,2,44.08077,0.8477072
159.0181,253.2824,6,1.5,7.5,1.937083,1,42.8087,0.8232442
3.578735,97.84305,12,1,13,2.054457,2,48.61763,0.9349543
258.74,353.0043,3.5,1.5,5,1.6536,4,49.09863,0.9442044
79.51641,173.7807,4,2,6,1.434043,2,72.94878,1.402861
40.36315,134.6274,1.5,2,3.5,1.475455,2,86.29779,1.659573
34.93903,129.2033,1.5,2,3.5,1.396923,2,98.89993,1.901922
24.73689,119.0012,4.5,2.5,7,1.673818,2,144.624,2.781231
323.7779,58.04218,4,2.5,6.5,1.8604,2,38.28436,0.7362376
6.748611,101.0129,2,2.5,4.5,1.46,2,143.1097,2.752109
355.4732,89.73749,6.5,2.5,9,2.357042,3,160.4346,3.08528
343.8267,78.091,7,2.5,9.5,2.254339,3,158.7736,3.053338
119.6498,213.9141,3.5,4.5,8,1.738222,3,41.14072,0.7911678
235.1765,329.4409,6,5.5,11.5,1.718046,1,93.74091,1.80271
182.3546,276.619,8.5,6.5,15,1.973397,3,56.21552,1.081068
31.47417,125.7385,5.5,7.5,13,1.555107,2,55.18638,1.061277
55.71736,149.9817,2,8.5,10.5,1.457857,2,56.21676,1.081092
21.38418,115.6485,6,9,15,1.505634,2,111.8116,2.150223
36.7756,131.0399,2,12,14,1.484667,2,118.352,2.276
349.4054,83.66974,16.5,0,16.5,2.074698,1,59.80747,1.150144
349.3046,83.56891,4.5,0.5,5,1.743692,3,25.80246,0.4962012
136.3187,230.583,2,1.5,3.5,1.392222,2,74.0732,1.424484
286.8332,21.0975,2.5,1.5,4,1.557143,1,35.19024,0.6767355
139.7857,234.05,12,2,14,2.15253,2,52.38374,1.00738
77.09911,171.3634,4,2,6,1.543171,3,25.79521,0.4960617
36.87054,131.1349,1.5,2,3.5,1.9356,2,48.80614,0.9385796
235.6864,329.9507,2,2,4,1.622941,1,37.49187,0.7209975
261.1185,355.3828,2,1.5,3.5,1.851579,1,39.60904,0.7617124
94.8615,189.1258,11,2,13,1.90915,2,26.86047,0.5165476
324.6785,58.94281,4,6,10,1.477831,2,86.08302,1.655443
222.563,316.8273,9,6.5,15.5,1.690037,1,26.20734,0.5039874
17.53926,111.8036,3,7,10,1.480435,2,48.26108,0.9280977
346.5798,80.84409,7,7,14,1.939839,2,108.121,2.079249
178.7681,273.0324,2,8.5,10.5,1.4775,4,30.2081,0.5809249
328.9848,63.24915,2,8.5,10.5,1.355714,2,92.88893,1.786326
37.53278,131.7971,2,9,11,1.507,2,46.42771,0.8928406
334.8948,69.15909,3,9,12,1.438919,2,97.68663,1.878589
353.0674,87.33173,2,9.5,11.5,1.537,2,97.1149,1.867594
13.28699,107.5513,1.5,10.5,12,1.3975,1,57.46178,1.105034
177.8275,272.0917,1.5,11,12.5,1.4452,2,58.09411,1.117194
178.1425,272.4067,2,11.5,13.5,1.574118,2,43.21467,0.8310514
267.977,2.241302,3.5,12,15.5,1.497377,1,28.93739,0.5564883
259.5816,353.8459,1.5,12,13.5,1.40375,1,37.13036,0.7140454
71.22235,169.44,11,0.5,11.5,1.552561,2,43.38921,0.8344079
234.0282,332.2458,6,0.5,6.5,1.789353,1,38.2532,0.7356386
149.1251,247.3428,4,0.5,4.5,1.440541,4,55.12855,1.060164
145.725,243.9426,14.5,1.5,16,1.6816,3,85.4518,1.643304
123.2471,221.4648,2,1.5,3.5,1.758462,1,55.47744,1.066874
159.2124,257.4301,17,0.5,17.5,2.739313,2,64.51994,1.240768
104.3394,202.5571,1.5,2,3.5,1.58125,1,88.89699,1.709557
108.4032,206.6208,1.5,2,3.5,1.638333,1,57.58223,1.10735
177.6998,275.9175,3,2,5,1.65619,1,67.15899,1.291519
57.38923,155.6069,4.5,2,6.5,1.680345,2,86.45583,1.662612
224.0765,322.2942,3.5,2.5,6,1.417213,1,97.71061,1.87905
136.3865,234.6041,1.5,3,4.5,1.491111,1,84.16272,1.618514
121.5828,219.8005,3.5,3,6.5,1.395769,1,85.15203,1.637539
199.2612,297.4789,1.5,3,4.5,1.415,1,89.61343,1.723335
49.53511,147.7527,4.5,3,7.5,1.779839,2,86.58687,1.665132
39.36615,137.5838,3.5,3,6.5,1.564242,2,82.31393,1.58296
214.9698,313.1874,2,3,5,1.3864,1,78.70679,1.513592
217.956,316.1736,3,4,7,1.417143,1,72.37877,1.391899
112.2132,210.4308,1.5,4.5,6,1.618461,1,82.05528,1.577986
101.8473,200.065,6,4.5,10.5,1.676226,3,79.36217,1.526196
61.52813,159.7458,2,5,7,1.505217,2,58.58954,1.126722
141.7778,239.9954,4.5,5,9.5,1.426981,1,21.52941,0.4140272
260.093,358.3107,2,5,7,1.4375,1,88.21673,1.696476
250.1085,348.3261,2,5.5,7.5,1.571053,1,34.50667,0.6635898
115.1103,213.328,2,7.5,9.5,1.741786,3,82.53599,1.587231
70.40868,168.6263,4,7,11,1.527045,2,76.45029,1.470198
43.80915,142.0268,1.5,8.5,10,1.466818,2,78.96977,1.518649
239.1943,337.412,11,5.5,16.5,1.743863,1,37.33221,0.7179271
272.8831,11.10074,2,9,11,1.632727,1,48.86491,0.9397099
152.747,250.9646,1.5,10,11.5,1.462222,2,58.32367,1.121609
173.2171,271.4347,1.5,11,12.5,1.414,2,80.17304,1.541789
175.7879,274.0056,2,11,13,1.364,3,41.95145,0.8067586
141.7522,239.9699,3,12,15,1.763298,2,68.23966,1.312301
213.0422,311.2598,1.5,13,14.5,1.366667,1,44.03047,0.8467398
169.1936,276.3063,2.5,0.5,3,1.153171,2,52.64176,1.645055
185.2412,292.3539,1.5,0.5,2,1.067692,2,59.83495,1.869842
205.6985,312.8112,16,1,17,1.475497,3,73.75525,2.304852
245.4329,352.5457,2.5,1,3.5,1.102143,1,21.48426,0.671383
341.2211,88.33386,7,1,8,1.505442,1,60.72617,1.897693
276.2258,23.33853,1.5,1,2.5,1.203333,4,52.21687,1.631777
309.047,56.1597,2.5,1,3.5,1.020833,1,53.22609,1.663315
44.3906,151.5033,15.5,0.5,16,1.440369,2,38.71695,1.209905
108.1877,215.3005,1.5,1.5,3,1.455,1,12.16553,0.3801727
210.6912,317.804,2,1.5,3.5,1.353333,4,84.85518,2.651724
242.0477,349.1604,1.5,1.5,3,1.056667,1,95.10114,2.971911
345.2898,92.4025,10.5,1.5,12,1.26736,1,91.98737,2.874605
125.9822,233.0949,18,0,18,1.558502,1,70.50491,2.203278
123.0866,230.1994,1.5,2,3.5,1.092857,1,75.77731,2.368041
186.7193,293.8321,2.5,2,4.5,1.07,3,20.19519,0.6310998
20.53197,127.6447,4,2,6,1.082,2,46.87986,1.464996
330.475,77.58774,4.5,2,6.5,1.343055,1,22.35934,0.6987294
332.2967,79.40945,6.5,2,8.5,1.501154,1,88.02736,2.750855
343.8686,90.98129,4.5,2,6.5,1.2,3,101.3963,3.168634
280.1179,27.23065,6,2,8,1.285192,1,89.38036,2.793136
280.0143,27.12708,1.5,2.5,4,1.006,1,25.19365,0.7873015
277.9575,25.07025,5.5,1.5,7,1.438608,1,70.9249,2.216403
11.75066,118.8634,6.5,3,9.5,1.281219,2,104.4025,3.262577
318.4424,65.55515,3.5,3,6.5,1.222188,1,72.80917,2.275287
5.834854,112.9476,5.5,1,6.5,1.123538,3,61.52124,1.922539
327.6684,74.78113,3,4,7,1.085882,1,69.36274,2.167586
36.52969,143.6424,1.5,5.5,7,1.171667,2,107.6019,3.362558
309.4679,56.58066,1.5,5.5,7,0.9922222,1,92.6087,2.894022
12.16896,119.2817,1.5,6.5,8,1.091667,2,110.0014,3.437543
72.41351,179.5262,1.5,7,8.5,1.108,2,104.1093,3.253414
191.5923,298.705,1.5,7,8.5,1.124615,1,75.72549,2.366421
77.07072,184.1835,1.5,7.5,9,1.06,2,112.2996,3.509363
187.3841,294.4969,1.5,7.5,9,1.08,1,58.47517,1.827349
197.4638,304.5766,2.5,7.5,10,1.1125,1,58.78632,1.837073
340.2797,87.3924,10,7,17,1.55633,1,42.82471,1.338272
191.2134,298.3261,4.5,8,12.5,1.210256,1,83.11314,2.597286
201.3258,308.4386,2.5,8.5,11,1.059167,3,85.77582,2.680494
225.7433,332.856,1.5,9,10.5,0.9875001,1,80.47655,2.514892
100.8793,207.992,1.5,9.5,11,1.062222,2,102.1672,3.192725
128.6655,235.7783,3.5,8.5,12,1.218442,3,82.78593,2.58706
38.96141,146.0742,5,9.5,14.5,1.68976,2,56.48589,1.765184
130.407,237.5197,1.5,10.5,12,1.41,2,90.24411,2.820128
143.0344,250.1472,2.5,10.5,13,1.802961,2,19.85437,0.6204489
276.322,23.43475,5.5,11,16.5,1.507351,2,41.02274,1.281961
316.3133,63.42606,2.5,11.5,14,1.137826,1,45.59589,1.424872
85.03075,183.5564,8,0.5,8.5,1.413107,1,93.82737,2.932105
130.2904,228.816,17.5,0,17.5,1.832952,NaN,42.4206,1.325644
119.5745,218.1002,10.5,1,11.5,1.292449,4,84.89823,2.65307
95.81313,194.3388,2,1,3,1.07,4,75.7131,2.366035
61.76207,160.2877,3,1,4,1.164667,1,94.34132,2.948166
88.59077,187.1164,3.5,1.5,5,1.285926,1,109.6365,3.426142
305.7176,44.24319,9,1.5,10.5,1.250277,1,65.46241,2.0457
115.0634,213.589,3.5,2,5.5,1.229706,4,98.89931,3.090604
52.84995,151.3756,4.5,2,6.5,1.056136,2,98.33514,3.072973
13.40884,111.9345,2.5,2,4.5,0.9781818,2,77.54434,2.423261
88.47404,186.9997,8.5,0,8.5,1.346528,1,99.50729,3.109603
74.00868,172.5343,1.5,2.5,4,1.148333,1,120.181,3.755657
103.277,201.8026,1.5,2.5,4,1.112727,1,97.53249,3.04789
64.47626,163.0019,3,2.5,5.5,1.053889,3,115.4418,3.607555
263.0391,1.564758,8.5,2.5,11,1.270271,1,74.92859,2.341518
53.6899,152.2155,2,3,5,1.11,2,113.3565,3.542389
6.574669,105.1003,8,3,11,1.258,2,69.2272,2.16335
23.60619,122.1318,2.5,4,6.5,1.071538,2,114.3934,3.574793
308.7002,47.22583,4,4,8,1.07,1,87.24871,2.726522
22.31529,120.8409,4,4.5,8.5,1.063455,2,59.5608,1.861275
10.63963,109.1653,2,5,7,1.1495,2,86.78304,2.71197
128.5271,227.0527,2,6,8,1.012727,1,66.66515,2.083286
300.8509,39.37653,1.5,6.5,8,1.04,1,99.0864,3.09645
357.8974,96.42303,2.5,7,9.5,1.155294,2,81.6424,2.551325
131.9117,230.4373,3.5,7.5,11,1.162264,1,81.64536,2.551418
56.07567,154.6013,6.5,8,14.5,1.130394,2,90.05621,2.814257
25.1815,123.7071,3.5,8,11.5,1.027534,2,79.72496,2.491405
14.22215,112.7478,2,8,10,1.085333,2,76.92559,2.403925
11.39367,109.9193,3,8.5,11.5,1.27962,2,88.97053,2.780329
3.511391,102.037,3.5,8.5,12,1.544375,2,73.85265,2.307895
124.808,223.3336,2,9,11,1.058889,3,71.6222,2.238194
128.8927,227.4184,3,9,12,1.015135,2,62.96428,1.967634
84.27901,182.8046,2,9.5,11.5,1.116,3,92.75821,2.898694
143.105,241.6307,2,10,12,1.038889,2,59.89204,1.871626
117.5246,216.0502,3.5,10.5,14,1.177347,2,112.4695,3.514671
143.0422,241.5679,1.5,10.5,12,1.034,1,73.54202,2.298188
93.3996,191.9252,1.5,11.5,13,1.168571,2,109.9326,3.435394
114.369,212.8946,2,12,14,1.044783,2,95.62288,2.988215
122.7763,221.302,2,13,15,1.272632,2,76.11824,2.378695
135.3822,233.9079,1.5,13,14.5,1.018,2,65.8776,2.058675
264.9037,3.429382,7,0.5,7.5,1.172222,1,43.5815,1.361922
328.1666,66.6922,3,1,4,1.522958,2,22.9016,0.7156751
216.8516,315.3772,1.5,1,2.5,0.9972727,2,53.9565,1.686141
206.4878,305.0134,12,0.5,12.5,1.465832,3,75.91596,2.372374
166.663,265.1887,10.5,1.5,12,1.411958,2,68.23521,2.13235
62.80881,161.3344,17.5,0,17.5,1.761765,1,45.60588,1.425184
239.3519,337.8776,9,0.5,9.5,1.576948,1,22.95257,0.7172678
15.12881,113.6544,3.5,1.5,5,1.121304,3,105.4993,3.296853
301.8485,40.37411,3,2,5,1.398889,2,51.10817,1.59713
94.5201,193.0457,5,1.5,6.5,1.212785,2,42.57621,1.330507
205.7492,304.2749,3,3,6,1.166429,3,36.09671,1.128022
239.0698,337.5954,3,3.5,6.5,1.147059,1,39.71288,1.241028
229.8109,328.3366,3,6,9,1.069231,1,45.87414,1.433567
193.559,292.0846,3.5,6.5,10,1.034118,2,73.43355,2.294798
233.0113,331.537,1.5,7,8.5,1.066667,1,33.44896,1.04528
105.7546,204.2802,1.5,7.5,9,1.0325,2,46.04345,1.438858
31.22401,129.7496,1.5,8.5,10,1.108,2,94.41071,2.950335
5.594467,104.1201,2,14.5,16.5,1.079167,2,59.78744,1.868357
61.53552,158.2106,3.5,1,4.5,1.152241,2,37.68447,0.8564653
178.1749,274.85,16.5,1,17.5,1.9301,3,57.53355,1.307581
261.8418,358.5169,10,1,11,1.495688,4,32.00731,0.7274389
162.0104,258.6855,4,1.5,5.5,1.239841,4,110.4066,2.509241
13.01462,109.6897,13,1,14,1.225804,1,43.42505,0.9869328
351.5265,88.20157,2,1.5,3.5,1.1245,1,13.43013,0.3052303
354.0148,90.68994,16,1,17,1.642695,1,50.12297,1.139158
318.936,55.61111,6,1.5,7.5,1.388083,2,138.077,3.138113
332.3594,69.03455,3,1.5,4.5,1.204167,3,199.6406,4.537286
350.0358,86.71088,6.5,2,8.5,1.025917,2,63.32593,1.439226
239.1906,335.8657,7,2,9,1.28931,4,47.95889,1.089975
318.1708,54.84589,1.5,2,3.5,0.9583333,2,90.13615,2.048549
7.727592,104.4027,4.5,2.5,7,1.116274,3,24.29579,0.552177
347.4977,84.17282,5.5,2.5,8,1.251262,2,125.928,2.862001
142.4699,239.145,2,3,5,0.9945161,2,70.99892,1.613612
63.27281,159.9479,1.5,3,4.5,1.022,1,31.65445,0.7194193
71.37631,168.0514,1.5,4,5.5,1.004,3,44.82669,1.018788
336.5923,73.2674,3,4,7,1.090164,2,112.1971,2.549933
328.8152,65.49026,2,4.5,6.5,1.0525,2,103.2151,2.345799
9.985649,106.6608,2,5.5,7.5,1.111429,2,63.33488,1.439429
356.4174,93.09253,1.5,5.5,7,0.9564286,2,78.73869,1.789516
63.04047,159.7156,1.5,6,7.5,1.02625,3,33.65559,0.7648998
135.6498,232.325,2,6.5,8.5,0.9981818,2,42.8047,0.972834
49.747,146.4221,1.5,7,8.5,1.046,2,37.35744,0.8490328
353.8371,90.51221,1.5,7,8.5,1.014444,2,44.88686,1.020156
2.671539,99.34665,2,7,9,1.107619,2,68.81814,1.564049
353.6852,90.36035,3,8,11,1.06125,2,95.20597,2.163772
318.9658,55.6409,2,8.5,10.5,1.138667,1,110.1153,2.50262
118.8953,215.5704,1.5,9,10.5,1.0425,2,55.7853,1.267848
336.1602,72.8353,4.5,9,13.5,1.276433,2,95.55566,2.17172
311.0468,47.72186,3,9.5,12.5,1.053913,2,86.15264,1.958015
139.8822,236.5573,4,10,14,1.346471,2,70.80659,1.609241
281.2066,17.88174,1.5,10,11.5,0.9925,1,36.05551,0.8194435
163.3044,259.9795,2.5,12.5,15,1.193895,2,111.3851,2.531479
162.4791,259.1542,2,14,16,1.051786,2,92.1959,2.095361
329.0719,65.74698,1.5,15.5,17,0.956,2,44.98412,1.022366
238.2958,334.9709,4.5,0.5,5,1.067112,2,48.15866,1.094515
320.3151,56.99017,3,0.5,3.5,1.141591,3,172.6507,3.923879
68.45786,165.133,1.5,1,2.5,0.9875,1,107.7082,2.447914
53.89781,150.5729,1.5,1,2.5,1.100952,3,101.4536,2.305763
94.60097,191.2761,17.5,0,17.5,1.795465,1,44.4624,1.010509
146.7756,243.4507,7,1.5,8.5,1.359836,2,40.25941,0.9149866
265.6363,2.311371,6.5,1.5,8,1.322126,4,41.71621,0.9480956
245.5861,342.2612,6.5,1.5,8,1.061538,2,141.7122,3.220732
256.9253,353.6004,7,2,9,1.104578,4,57.11609,1.298093
253.5922,350.2673,4,2,6,1.258222,2,70.3223,1.598234
258.1043,354.7794,3.5,2.5,6,1.0975,1,30.68234,0.697326
302.4745,39.1496,1.5,2.5,4,1.111667,2,113.5613,2.580939
250.3218,346.9969,3.5,2.5,6,1.228968,2,132.9285,3.021101
225.642,322.3171,1.5,3,4.5,0.9985715,2,156.5653,3.558301
233.4408,330.1159,3.5,2,5.5,1.315333,2,104.4725,2.374376
328.4068,65.08194,2.5,3,5.5,1.204286,3,155.3385,3.53042
71.34448,168.0196,2.5,3.5,6,0.9754545,2,102.2811,2.32457
303.7869,40.46201,6.5,2,8.5,1.296082,2,132.8156,3.018536
235.294,331.9691,1.5,4,5.5,1.09619,2,142.3958,3.236267
325.5592,62.23431,4,4,8,1.287368,2,147.9115,3.361626
269.4467,6.121765,5,2,7,1.247788,2,125.0003,2.840915
